kod_kreskowy;nazwa_produktu;cena;kod_produktu;ilość;dostępność
;Artoz 1001 koperta C7, pomarańczowa;1,2;650 134-545;0;
;Artoz 1001 koperta C7, różowa;1,2;650 134-483;0;WYCOFANY
;Artoz 1001 koperta C7, słoneczna;1,2;650 134-247;0;
;Artoz 1001 koperta C7, szara;1,2;650 134-217;21;
;Artoz 1001 koperta C7, turkusowa;1,2;650 134-362;0;WYCOFANY
;Artoz 1001 koperta C7, turkusowa;1,2;650 134-395;0;
;Artoz 1001 koperta C7, wios.zieleń;1,2;650 134-305;0;
;Artoz 1001 koperta C7, ziel.butelkowa;1,2;650 134-309;0;
;Artoz 1001 koperta C7, żółta;0,99;650 134-275;0;WYCOFANY
;Artoz 1001 koperta DL błękit;1,14;650 294-391;0;
;Artoz 1001 koperta DL brzoskwiniowy;1,14;650 294-571;0;
;Artoz 1001 koperta DL ceglasty;1,14;650 294-549;0;
;Artoz 1001 koperta DL czarny;1,14;650 294-219;0;
;Artoz 1001 koperta DL j.czerwony;1,14;650 294-515;0;
;Artoz 1001 koperta DL j.fiolet;1,14;650 294-425;3;
;Artoz 1001 koperta DL j.morski;1,14;650 294-363;25;
;Artoz 1001 koperta DL mango;1,14;650 294-575;31;
;Artoz 1001 koperta DL nieb.król;1,14;650 294-427;0;
;Artoz 1001 koperta DL nieb.pastel;1,14;650 294-413;0;
;Artoz 1001 koperta DL niebieski;1,14;650 294-393;0;
;Artoz 1001 koperta DL pomarańcz;1,14;650 294-545;0;
;Artoz 1001 koperta DL popielaty;1,14;650 294-215;0;
;Artoz 1001 koperta DL róż;1,14;650 294-481;0;
;Artoz 1001 koperta DL wios.zieleń;1,14;650 294-305;0;
;Artoz 1001 koperta DL żółty;1,14;650 294-275;0;
;Artoz 1001 koperta kwadrat błękit;1,74;650 454-391;0;
;Artoz 1001 koperta kwadrat bordowy;1,74;650 434-519;0;
;Artoz 1001 koperta kwadrat c.morski;1,74;650 454-367;0;
;Artoz 1001 koperta kwadrat c.zieleń;1,74;650 434-339;0;
;Artoz 1001 koperta kwadrat czarny;1,74;650 454-219;0;
;Artoz 1001 koperta kwadrat czerwony;1,74;650 434-517;0;
;Artoz 1001 koperta kwadrat fiołkowy;1,74;650 454-423;0;
;Artoz 1001 koperta kwadrat granat;1,74;650 434-417;20;
;Artoz 1001 koperta kwadrat granat;1,74;650 454-417;0;
;Artoz 1001 koperta kwadrat j.fiolet;1,74;650 454-425;0;
;Artoz 1001 koperta kwadrat j.morski;1,74;650 454-363;1;
;Artoz 1001 koperta kwadrat j.zieleń;1,74;650 454-331;0;
;Artoz 1001 koperta kwadrat mango;1,74;650 454-575;0;
;Artoz 1001 koperta kwadrat miodowy;1,74;650 454-243;0;
;Artoz 1001 koperta kwadrat nieb.król;1,74;650 454-427;0;
;Artoz 1001 koperta kwadrat nieb.pastel;1,74;650 454-413;11;
;Artoz 1001 koperta kwadrat niebieski;1,74;650 454-393;0;
;Artoz 1001 koperta kwadrat pomarańcz;1,74;650 454-545;27;
;Artoz 1001 koperta kwadrat żółty;1,74;650 454-275;0;
;Artoz 1001 papier A4 bordowy;0,88;650 796-519;0;
;Artoz 1001 papier A4 c.morski;0,88;650 796-367;0;
;Artoz 1001 papier A4 czerwony;0,88;650 796-517;0;
;Artoz 1001 papier A4 j.morski;0,88;650 796-363;0;
;Artoz 1001 papier A4 miodowy;0,88;650 796-243;0;
;Artoz 1001 papier A4, błękit;0,88;650 796-391;0;
;Artoz 1001 papier A4, c.zieleń;0,88;650 796-339;38;
;Artoz 1001 papier A4, ceglasty;0,88;650 796-549;40;
;Artoz 1001 papier A4, czarny;0,88;650 796-219;0;
;Artoz 1001 papier A4, fiołkowy;0,88;650 796-423;48;
;Artoz 1001 papier A4, j. kremowy;0,88;650 796-211;37;
;Artoz 1001 papier A4, j.czerwony;0,88;650 796-515;48;
;Artoz 1001 papier A4, j.fiolet;0,88;650 796-425;64;
;Artoz 1001 papier A4, kość słoniowa;0,88;650 796-240;0;
;Artoz 1001 papier A4, kremowy;0,88;650 796-241;1;
;Artoz 1001 papier A4, liliowy;0,88;650 796-453;10;
;Artoz 1001 papier A4, mango;0,88;650 796-575;52;
;Artoz 1001 papier A4, nieb.król;0,88;650 796-427;25;
;Artoz 1001 papier A4, nieb.pastel;0,88;650 796-413;5;
;Artoz 1001 papier A4, niebieski;0,88;650 796-393;68;
;Artoz 1001 papier A4, pomarańczowy;0,88;650 796-545;2;
;Artoz 1001 papier A4, popielaty;0,88;650 796-215;50;
;Artoz 1001 papier A4, wios.zieleń;0,88;650 796-305;20;
;Artoz 1001 papier A4, ziel.butelkowa;0,88;650 796-309;2;
;Artoz 1001 papier A4, zieleń;0,88;650 796-337;62;
;Artoz 1001 papier A4, żółty;0,88;650 796-275;63;
;Artoz A4-211 Biały;4,75;10779614-211;165;WYCOFANY
;Artoz A4-215 Popielaty;4,75;10779614-215;83;WYCOFANY
;Artoz A4-219 Czarny;4,75;10779614-219;41;WYCOFANY
;Artoz A4-243 Miodowy;4,75;10779614-243;2;WYCOFANY
;Artoz A4-247 Słoneczny;4,75;10779614-247;9;WYCOFANY
;Artoz A4-301 Z.Jabłko;4,75;10779614-307;5;WYCOFANY
;Artoz A4-331 J.Zieleń;4,75;10779614-331;0;
;Artoz A4-339 C.Zieleń;4,75;10779614-339;75;WYCOFANY
;Artoz A4-391 Błękit;4,75;10779614-391;1;WYCOFANY
;Artoz A4-417 Granat;4,75;10779614-417;16;WYCOFANY
;Artoz A4-423 Fiołkowy;4,75;10779614-423;8;WYCOFANY
;Artoz A4-481 Róż;4,75;10779614-481;0;
;Artoz A4-517 Czerwony;4,75;10779614-517;0;
;Artoz A4-519 Bordo;4,75;10779614-519;0;
;Artoz A4-545 Pomarańcz;4,75;10779614-545;31;WYCOFANY
;Artoz A4-587 Oliwkowy;4,75;10779614-587;46;WYCOFANY
;Artoz A4-609 Brązowy;4,75;10779614-609;88;WYCOFANY
7610000000000;Artoz B7-215 Popielaty;5,98;10719418-215;52;WYCOFANY
7610000000000;Artoz B7-240 Kość Słoniowa;5,98;10719418-240;0;
;Artoz B7-241 Kremowy;5,98;10719418-241;0;
7610000000000;Artoz B7-243 Miodowy;5,98;10719418-243;57;WYCOFANY
7610000000000;Artoz B7-247 Słoneczny;5,98;10719418-247;52;WYCOFANY
;Artoz B7-305 Wiosenna Zieleń;5,98;10719418-305;17;WYCOFANY
7610000000000;Artoz B7-331 J. Zieleń;5,98;10719418-331;107;WYCOFANY
7610000000000;Artoz B7-391 Błękit;5,98;10719418-391;67;WYCOFANY
7610000000000;Artoz B7-423 Fiołkowy;5,98;10719418-423;123;WYCOFANY
7610000000000;Artoz B7-425 C. Fiolet;5,98;10719418-425;96;WYCOFANY
7610000000000;Artoz B7-481 Róż;5,98;10719418-481;49;WYCOFANY
7610000000000;Artoz B7-517 Czerwony;5,98;10719418-517;0;WYCOFANY
7610000000000;Artoz B7-519 Bordo;5,98;10719418-519;72;WYCOFANY
7610000000000;Artoz B7-545 Pomarańcz;5,98;10719418-545;101;WYCOFANY
7610000000000;Artoz B7-549 Ceglasty;5,98;10719418-549;122;WYCOFANY
7610000000000;Artoz B7-571 Brzoskwiniowy;5,98;10719418-571;86;WYCOFANY
7610000000000;Artoz B7-587 Oliwkowy;5,98;10719418-587;71;WYCOFANY
;Artoz C6-215 Popielaty;4,39;10732418-215;0;
;Artoz C6-219 Czarny;4,39;10732418-219;0;
;Artoz C6-241 Krem;4,39;10732418-241;0;
;Artoz C6-243 Miodowa;4,39;10732418-243;0;
;Artoz C6-245 J.żółty;4,39;10732418-245;0;
;Artoz C6-247 Słoneczny;4,39;10732418-247;1;WYCOFANY
;Artoz C6-391 Błękit;4,39;10732418-391;0;
;Artoz C6-417 Granat;4,39;10732418-417;0;WYCOFANY
;Artoz C6-423 Fiołkowy;4,39;10732418-423;0;
;Artoz C6-481 Róż;4,39;10732418-481;0;
;Artoz C6-517 Czerwony;4,39;10732418-517;0;
;Artoz C6-519 Bordo;4,39;10732418-519;0;
;Artoz C6-545 Pomarańcz;4,39;10732418-545;6;WYCOFANY
;Artoz C6-587 Oliwkowy;4,39;10732418-587;0;
;Artoz C7-210 Biały;4,75;10713418-210;0;
7610000000000;Artoz C7-241 Kremowy;4,75;10713418-241;0;WYCOFANY
7610000000000;Artoz C7-243 Miodowy;4,75;10713418-243;0;WYCOFANY
;Artoz C7-247 Słoneczny;4,75;10713418-247;0;
;Artoz C7-305 Wiosenna Zieleń;4,75;10713418-305;0;
;Artoz C7-331 J. Zieleń;4,75;10713418-331;0;
;Artoz C7-339 C. Zieleń;4,75;10713418-339;0;
7610000000000;Artoz C7-391 Błękit;4,75;10713418-391;0;
;Artoz C7-393 Niebieski;4,75;10713418-393;0;
;Artoz C7-417 Granat;4,75;10713418-417;0;
7610000000000;Artoz C7-423 Fiołkowy;4,75;10713418-423;0;WYCOFANY
;Artoz C7-453 Liliowy;4,75;10713418-453;0;
7610000000000;Artoz C7-517 Czerwony;4,75;10713418-517;0;
7610000000000;Artoz C7-519 Bordowy;4,75;10713418-519;100;WYCOFANY
;Artoz C7-545 Pomarańcz;4,75;10713418-545;0;
7610000000000;Artoz C7-571 Brzoskwiniowy;4,75;10713418-571;0;
;Artoz C7-587 Oliwkowy;4,75;10713418-587;0;
;Artoz DL-215 Popielaty;5,98;10729418-215;0;
;Artoz Dl-219 Czarny;5,98;10729418-219;0;
;Artoz DL-241 Krem;5,98;10729418-241;0;
;Artoz DL-243 Miodowa;5,98;10729418-243;0;
;Artoz DL-247 Słoneczny;5,98;10729418-247;11;WYCOFANY
;Artoz DL-331 J.Zieleń;5,98;10729418-331;0;
;Artoz DL-339 C.Zieleń;5,98;10729418-339;0;
;Artoz DL-391 Błękit;5,98;10729418-391;0;
;Artoz DL-417 Granat;5,98;10729418-417;0;
;Artoz DL-423 Fiołkowy;5,98;10729418-423;0;
;Artoz DL-481 Róż;5,98;10729418-481;0;
;Artoz DL-517 Czerwony;5,98;10729418-517;0;
;Artoz DL-519 Bordo;5,98;10729418-519;0;
;Artoz DL-545 Pomarańcz;5,98;10729418-545;0;
;Artoz DL-571 Brzoskwinia;5,98;10729418-571;0;
;Artoz Dl-587 Oliwka;5,98;10729418-587;1;WYCOFANY
;Badania etykiet firmy HERMA/ Examination of HERMA labels;0;BADANIA ETYKIET;0;
5900000000000;Bałwan styropianowy 95 mm;1,32;S-BAŁWAN;0;WYCOFANY
4010000000000;Bandaż gipsowy modelarski 10 cm, 2 m;19,4;21-21580 00;4;
4010000000000;Bandaż gipsowy modelarski 8 cm, 3 m;24;21-21581 08;4;
;Barometr, średnica 65mm;26,6;7101651;36;WYCOFANY
;Barometr, średnica 85mm;28,1;7101851;38;WYCOFANY
;Bibuła marszczona 10 rolek mix;7,35;8311-M;0;
5900000000000;Bibuła marszczona 10 zwoików mix;3,85;8310;5;WYCOFANY
;Bibuła metalizowana 5 rolek mix;6,39;8313-M;0;
4010000000000;Bibułka 50 x 70 cm 10 szt, biała;5,6;20-33110 00;4;
4010000000000;Bibułka 50 x 70 cm 10 szt, mix czerwony;10,2;20-33757 29;20;
4010000000000;Bibułka 50 x 70 cm 10 szt, mix niebieski;10,2;20-33757 19;8;
4010000000000;Bibułka 50 x 70 cm 10 szt, mix zielony;9,9;20-33757 39;18;
4010000000000;Bibułka 50 x 70 cm 5 szt, brązowa;4,9;20-33105 77;4;
4010000000000;Bibułka 50 x 70 cm 5 szt, c.zielona;4,9;20-33105 59;5;
4010000000000;Bibułka 50 x 70 cm 5 szt, czarna;4,9;20-33105 90;8;
4010000000000;Bibułka 50 x 70 cm 5 szt, czerwona;4,9;20-33105 24;9;
4010000000000;Bibułka 50 x 70 cm 5 szt, czerwona z wzorkiem;8,15;20-33757 27;0;WYCOFANY
4010000000000;Bibułka 50 x 70 cm 5 szt, fioletowa;4,9;20-33105 65;7;
4010000000000;Bibułka 50 x 70 cm 5 szt, granatowa;4,9;20-33105 38;3;
4010000000000;Bibułka 50 x 70 cm 5 szt, j.czerwona;4,9;20-33105 23;3;
4010000000000;Bibułka 50 x 70 cm 5 szt, mix kolorów 1;5;20-33757 05;6;
4010000000000;Bibułka 50 x 70 cm 5 szt, mix kolorów 2;5;20-33757 06;6;
4010000000000;Bibułka 50 x 70 cm 5 szt, niebieska;4,9;20-33105 32;5;
4010000000000;Bibułka 50 x 70 cm 5 szt, niebieska z wzorkiem;8,15;20-33757 17;0;
4010000000000;Bibułka 50 x 70 cm 5 szt, pink;4,9;20-33105 64;3;
4010000000000;Bibułka 50 x 70 cm 5 szt, pomarańczowa;4,9;20-33105 42;12;
4010000000000;Bibułka 50 x 70 cm 5 szt, różowa;4,9;20-33105 22;0;
4010000000000;Bibułka 50 x 70 cm 5 szt, srebrna;11,18;20-33105 92;11;
4010000000000;Bibułka 50 x 70 cm 5 szt, tęczowa;7,65;20-33757 98;0;WYCOFANY
4010000000000;Bibułka 50 x 70 cm 5 szt, zielona;4,9;20-33105 53;6;
4010000000000;Bibułka 50 x 70 cm 5 szt, zielona z wzorkiem;9,9;20-33757 37;5;WYCOFANY
4010000000000;Bibułka 50 x 70 cm 5 szt, złota;11,18;20-33105 91;7;
4010000000000;Bibułka 50 x 70 cm 5 szt, żółta;4,9;20-33105 10;6;
4010000000000;Bibułka 50 x 75 cm 3 szt, biała z diamentowymi kropkami;4;20-33757 76;2;
4010000000000;Bibułka 50 x 75 cm 3 szt, czarna z diamentowymi kropkami;4;20-33757 79;7;
4010000000000;Bibułka 50 x 75 cm 3 szt, czerwona z diamentowymi kropkami;4;20-33757 77;4;
4010000000000;Bibułka 50 x 75 cm 3 szt, granatowa z diamentowymi kropkami;4;20-33757 78;8;
;Bibułka 50x70 cm, czerwona;3,6;2581 2331 20-090;0;
;Bibułka 50x70 cm, różowa;3,6;2581 2331 28-090;0;
;Bibułka 50x70 cm, zielona;3,6;2581 2331 46-090;0;
7630000000000;Bibułka arkusz 50x70 cm, Stribe złota;1,6;2511 5967 80;0;
7630000000000;Bibułka arkusz 50x70 cm, Yvie złota;1,6;2511 5373 80;0;
7630000000000;Bibułka w rolce 50x500 cm, Ando;11,7;2529 6097 60;3;
7630000000000;Bibułka w rolce 50x500 cm, Ardik;11,7;2529 5341 60;0;
7630000000000;Bibułka w rolce 50x500 cm, Beda;11,7;2529 5295 15;5;
7630000000000;Bibułka w rolce 50x500 cm, Bjork;11,7;2529 5832 51;3;WYCOFANY
7630000000000;Bibułka w rolce 50x500 cm, Candy Cane;11,7;2529 5576 20;5;
7630000000000;Bibułka w rolce 50x500 cm, Chilly;11,7;2529 5567 56;3;
7630000000000;Bibułka w rolce 50x500 cm, Dilma;11,7;2529 5468 21;1;WYCOFANY
7630000000000;Bibułka w rolce 50x500 cm, Esta;11,7;2529 5434 45;0;
7630000000000;Bibułka w rolce 50x500 cm, Globus-Rayee czarna;11,7;2529 9166 70;3;
7630000000000;Bibułka w rolce 50x500 cm, Globus-Rayee miedziana;11,7;2529 9166 85;3;
7630000000000;Bibułka w rolce 50x500 cm, Hatty;11,7;2529 5534 45;0;
7630000000000;Bibułka w rolce 50x500 cm, Ilsa;19,5;2529 5288 80;2;
7630000000000;Bibułka w rolce 50x500 cm, Jovid;11,7;2529 5478 25;0;
7630000000000;Bibułka w rolce 50x500 cm, Julie;11,7;2529 5394 80;0;
7630000000000;Bibułka w rolce 50x500 cm, Kayla;11,7;2529 5208 35;3;
7630000000000;Bibułka w rolce 50x500 cm, Lex;11,7;2529 6938 80;0;
7630000000000;Bibułka w rolce 50x500 cm, Louisa;11,7;2529 6305 26;2;WYCOFANY
7630000000000;Bibułka w rolce 50x500 cm, Marge;11,7;2529 5299 85;4;
7630000000000;Bibułka w rolce 50x500 cm, Marle;11,7;2529 5172 40;3;
7630000000000;Bibułka w rolce 50x500 cm, Miro;11,7;2529 5395 75;1;
7630000000000;Bibułka w rolce 50x500 cm, Moby;11,7;2529 6058 43;1;
7630000000000;Bibułka w rolce 50x500 cm, Morgan;11,7;2529 5264 20;2;
7630000000000;Bibułka w rolce 50x500 cm, Nani;11,7;2529 6241 80;3;
7630000000000;Bibułka w rolce 50x500 cm, Naomi;11,7;2529 5922 28;0;
7630000000000;Bibułka w rolce 50x500 cm, Naruto;11,7;2529 5260 45;2;
7630000000000;Bibułka w rolce 50x500 cm, Oda;11,7;2529 5565 60;2;WYCOFANY
7630000000000;Bibułka w rolce 50x500 cm, Pan;11,7;2529 5460 10;0;
7630000000000;Bibułka w rolce 50x500 cm, Poppy;11,7;2529 6009 50;0;
7630000000000;Bibułka w rolce 50x500 cm, Rollo;11,7;2529 5568 51;5;WYCOFANY
7630000000000;Bibułka w rolce 50x500 cm, Sona;11,7;2529 5454 36;0;WYCOFANY
7630000000000;Bibułka w rolce 50x500 cm, Stelletta;11,7;2529 9739 80;1;WYCOFANY
7630000000000;Bibułka w rolce 50x500 cm, Stribe;11,7;2529 5967 20;0;
7630000000000;Bibułka w rolce 50x500 cm, Stribe złota;11,7;2529 5967 80;4;
7630000000000;Bibułka w rolce 50x500 cm, Yvie;11,7;2529 5373 80;3;
8710000000000;Blok akrylowy 12x16;39,9;21-18831 691;2;
8710000000000;Blok akrylowy 5x6;17,4;21-18834 997;4;
8710000000000;Blok akrylowy, 3szt;35,7;21-18831 690;0;WYCOFANY
4000000000000;Blok do szkicowania A2;85,6;10-47255;0;
4000000000000;Blok do szkicowania A3;48;10-47355;3;
4060000000000;Blok do szkicowania A3, Dinozaur;4,95;10-47913 841;0;
4060000000000;Blok do szkicowania A3, Rainbow;9,1;10-47932 222;0;
4060000000000;Blok do szkicowania A3, Safari;9,1;10-47932 221;0;WYCOFANY
4000000000000;Blok do szkicowania A4;22,4;10-47455;5;
4000000000000;Blok do szkicowania A5;13;10-47555;1;
4000000000000;Blok do szkicowania na spirali;30,7;10-47450;2;
4010000000000;Blok dyplomowy, 20 kartek 100g;50,3;20-48501 70;1;
4010000000000;Blok Fotokarton 25 arkuszy;38,2;20-47725 09;0;
4010000000000;Blok kartonów tęczowych 22,5 x 32,5 cm, 10 szt/kpl.;6,2;20-47753 10;0;WYCOFANY
4010000000000;Blok kartonów z fakturą 24 arkuszy;39,3;20-51718 09;0;
5900000000000;Blok kolor ART 20 kart A4;10;6254-ART-300;0;WYCOFANY
;Blok kolorART 20 kart A3;19,2;6253-ART-300;0;WYCOFANY
4000000000000;Blok milimetrowy A4;9,7;10-47470 01;0;
4010000000000;Blok papierów 24 x 34 cm 25 szt;23,9;20-47732 09;0;
8720000000000;Blok papierów 48 szt 30,5x30,5cm, Feliz Navidad;42,93;6011/0709;7;WYCOFANY
8720000000000;Blok papierów 48 szt 30,5x30,5cm, Happy Holidays;42,93;6011/0703;9;WYCOFANY
8720000000000;Blok papierów 48 szt 30,5x30,5cm, Let It Snow;42,93;6011/0708;5;WYCOFANY
8720000000000;Blok papierów 48 szt 30,5x30,5cm, Noor's Favourites;42,93;6011/0710;0;
8720000000000;Blok papierów 48 szt 30,5x30,5cm, Spring Fever;42,93;6011/0707;19;WYCOFANY
8720000000000;Blok papierów 48 szt 30,5x30,5cm, Tough Textures;42,93;6011/0705;0;WYCOFANY
8720000000000;Blok papierów 48 szt 30,5x30,5cm, Vintage Wood;42,93;6011/0702;13;WYCOFANY
4010000000000;Blok papierów A3, 130 gm, 10 arkuszy;12,9;20-47123;0;
4010000000000;Blok papierów A4, 130 g, 20 arkuszy;12,3;20-47120;0;
4010000000000;Blok papierów A4, 130 gm, 10 arkuszy;4,5;20-47125;0;WYCOFANY
4010000000000;Blok papierów A4, 300 gm, 10 arkuszy;12,3;20-47126;0;
4010000000000;Blok papierów Natura A3, 20 arkuszy;39,7;20-47131;1;
4010000000000;Blok papierów Natura A4, 20 arkuszy;25,8;20-47130;0;
4010000000000;Blok papierów wzorzystych A4, 20 arkuszy, czerwony;15,2;20-47121 05;0;
4010000000000;Blok papierów wzorzystych A4, 20 arkuszy, miętowy;15,2;20-47121 03;1;
4010000000000;Blok papierów wzorzystych A4, 20 arkuszy, niebieski;15,2;20-47121 04;1;
4010000000000;Blok papierów wzorzystych A4, 20 arkuszy, różowy;15,2;20-47121 01;0;
4010000000000;Blok papierów wzorzystych A4, 20 arkuszy, zielony;15,2;20-47121 02;2;
4010000000000;Blok papierów z fakturą 50 arkuszy;12,7;20-51705 97;0;
;Blok rysunkowy + techniczny 14k A4 pół na pół;1,84;6094;0;WYCOFANY
;Blok rysunkowy 15k A3;2,39;6003-;0;WYCOFANY
;Blok rysunkowy 15k A4;1,26;6004-;0;WYCOFANY
;Blok rysunkowy 50k A4;4,14;6005-;0;
;Blok rysunkowy biały + kolor A4;1,58;6034;0;WYCOFANY
;Blok rysunkowy biały PREMIUM 20 kart A4;1,49;6224-PRE-90;0;
;Blok rysunkowy Fans of Earth;7,74;10-47407 94;0;WYCOFANY
;Blok rysunkowy kolor PREMIUM 20 kart A3;7,38;6253-PRE-120;0;WYCOFANY
;Blok rysunkowy kolor PREMIUM 20 kart A4;2,86;6254-PRE-120;0;
;Blok rysunkowy kolorowy 15k A3;3,35;6053;0;WYCOFANY
;Blok rysunkowy kolorowy 15k A4;1,75;6054;0;WYCOFANY
4060000000000;Blok rysunkowy Magic Butterfly;12,2;10-47408 322;12;WYCOFANY
4060000000000;Blok rysunkowy Ninja;12,4;10-47408 321;3;
4060000000000;Blok rysunkowy Rainbow;10,5;10-47408 222;0;
;Blok techniczny 10k A3;2,7;6103;0;WYCOFANY
;Blok techniczny 10k A4;1,43;6104;0;WYCOFANY
;Blok techniczny biały PREMIUM 10 kart A3;3,98;6103-PRE-180;0;WYCOFANY
;Blok techniczny biały PREMIUM 10 kart A3;4,97;6103-PRE-240;0;WYCOFANY
;Blok techniczny biały PREMIUM 10 kart A4;1,77;6104-PRE-180;0;WYCOFANY
;Blok techniczny biały PREMIUM 10 kart A4;2,3;6104-PRE-240;0;
;Blok techniczny kolor + biały A4;1,75;6134;0;WYCOFANY
;Blok techniczny kolor 10k A3;4,3;6153;0;WYCOFANY
;Blok techniczny kolor 10k A4;2,25;6154;0;
;Blok techniczny kolor PREMIUM 15 kart A3;8,51;6143-PRE-170;0;WYCOFANY
;Blok techniczny kolor PREMIUM 25 kart A3;12,3;6133-PRE-170;0;WYCOFANY
;Blok techniczny kolor PREMIUM 25 kart A4;6,46;6134-PRE-170;0;
4010000000000;Błyszczący mix, czerwony;16,2;21-81054 93;0;WYCOFANY
4010000000000;Błyszczący mix, fioletowy;16,2;21-81054 92;0;WYCOFANY
4010000000000;Błyszczący mix, miedziany;16,2;21-81054 95;0;WYCOFANY
4010000000000;Błyszczący mix, niebieski;16,2;21-81054 91;2;WYCOFANY
4010000000000;Błyszczący mix, srebrny;16,2;21-81054 97;0;WYCOFANY
4010000000000;Błyszczący mix, turkusowy;16,2;21-81054 90;0;WYCOFANY
4010000000000;Błyszczący mix, zielony;16,2;21-81054 94;6;WYCOFANY
4010000000000;Błyszczący mix, złoty;16,2;21-81054 96;0;
;Bok techniczny kolor PREMIUM 15 kart A4;4,4;6144-PRE-170;0;
4010000000000;Bombka akrylowa 10 cm;7,3;21-69171 00;0;
4010000000000;Bombka akrylowa 7 cm;4,9;21-69170 70;0;
4010000000000;Bombka akrylowa z dziurą 12 cm;10,5;21-69201 28;1;
5900000000000;Bombka MDF 7 cm;2,19;461.111.7031;185;WYCOFANY
;Breloczek do kluczy, Bożonarodzeniowy;18;10-36664;0;
4060000000000;Breloczek do kluczy, Dark Plush;8,4;10-27309 08;0;WYCOFANY
;Breloczek do kluczy, Elaine;10,89;2582 7795 93-867;0;
4060000000000;Breloczek do kluczy, Emotion Plush;9,1;10-27309 21;14;
4000000000000;Breloczek do kluczy, Good Luck;7,99;10-36509 93;0;WYCOFANY
4060000000000;Breloczek do kluczy, Gwiazda;7,56;10-27309 03;17;WYCOFANY
4000000000000;Breloczek do kluczy, Happy;11,6;10-27309 02;24;
4060000000000;Breloczek do kluczy, Heaven Plush;8,2;10-27309 20;7;
4060000000000;Breloczek do kluczy, Jednorożec;14,2;10-36509 842;0;WYCOFANY
4000000000000;Breloczek do kluczy, Klapki;3,66;10-27316;0;
4000000000000;Breloczek do kluczy, Kostka Rubika;4,4;10-27394;25;
4060000000000;Breloczek do kluczy, Łapacz snów;10;10-27309 12;3;WYCOFANY
4060000000000;Breloczek do kluczy, Makrama naturalna;10;10-27309 16;9;WYCOFANY
4060000000000;Breloczek do kluczy, Makrama pastelowa;10;10-27309 14;5;WYCOFANY
4060000000000;Breloczek do kluczy, Perła;10;10-27309 13;7;WYCOFANY
4000000000000;Breloczek do kluczy, Piłka;7,25;10-36509 88;0;
4060000000000;Breloczek do kluczy, Plecaczek;18,6;10-27309 18;8;
4060000000000;Breloczek do kluczy, Plush Cat;10;10-27309 09;0;
4060000000000;Breloczek do kluczy, Plush Sweet;11;10-27309 10;0;WYCOFANY
4060000000000;Breloczek do kluczy, Pluszowa torebka;19,5;10-27309 19;15;
4060000000000;Breloczek do kluczy, Sznurek;10;10-27309 11;9;WYCOFANY
4000000000000;Breloczek do kluczy, Trampek;12,4;10-27309;37;
4000000000000;Breloczek do kluczy, Trampek brokatowy;7,32;10-27309 01;0;
4060000000000;Breloczek do kluczy, Trampek brokatowy;11,7;10-27309 04;1;
;Breloczek Fan of Earth, Zwierzątko w puszce;10,99;10-30634 94;0;WYCOFANY
;Brokat dekoracyjny 40g, czerwony;5,3;BD-40CZ;0;
;Brokat dekoracyjny 40g, granatowy;5,3;BD-40GR;0;
;Brokat dekoracyjny 40g, niebieski;5,3;BD-40NI;0;
;Brokat dekoracyjny 40g, staro-złoty;5,5;BD40ZŁ.ST;0;
;Brokat dekoracyjny 40g, zielony;5,3;BD-40ZIEL;0;
;Brokat dekoracyjny 40g, złoty;5,3;BD-40Z;0;
;Brokat dekoracyjny, bordowy;2,6;BDK-12;0;
;Brokat dekoracyjny, brąz;2,6;BDK-4;244;WYCOFANY
;Brokat dekoracyjny, brązowy;0,1;BDKGRAM-4;0;
;Brokat dekoracyjny, czerwony;2,6;BDK-7;0;
;Brokat dekoracyjny, czerwony;0,1;BDKGRAM-7;0;
;Brokat dekoracyjny, fioletowy;2,6;BDK-13;0;
;Brokat dekoracyjny, granat;2,6;BDK-8;0;
;Brokat dekoracyjny, granatowy;0,1;BDKGRAM-8;0;
;Brokat dekoracyjny, niebieski;2,6;BDK-3;437;WYCOFANY
;Brokat dekoracyjny, niebieski;0,1;BDKGRAM-3;0;
;Brokat dekoracyjny, pink;2,6;BDK-6;0;
;Brokat dekoracyjny, pink;0,1;BDKGRAM-6;0;
;Brokat dekoracyjny, srebrny;2,6;BDK-2;0;
;Brokat dekoracyjny, srebrny;0,1;BDKGRAM-2;0;
;Brokat dekoracyjny, staro-złoty;2,6;BDK-11;0;
;Brokat dekoracyjny, staro-złoty;0,1;BDKGRAM-11;0;
;Brokat dekoracyjny, zielony;2,6;BDK-5;0;
;Brokat dekoracyjny, zielony;0,1;BDKGRAM-5;0;
;Brokat dekoracyjny, złoty;2,6;BDK-1;0;
;Brokat dekoracyjny, złoty;0,1;BDKGRAM-1;0;
;Brokat dekoracyjny, złoty (gruby);2,6;BDK-10;0;
;Brokat dekoracyjny40g, srebrny;5,3;BD-40S;0;
8710000000000;Brokat fiolka, Biały;4,14;420.001.085;0;WYCOFANY
8710000000000;Brokat fiolka, Błękit;4,14;420.001.097;13;WYCOFANY
8710000000000;Brokat fiolka, Brzoskwinia;4,14;420.001.090;81;WYCOFANY
8710000000000;Brokat fiolka, Cytrynowy;3,68;420.001.093;0;WYCOFANY
8710000000000;Brokat fiolka, Czerwony;4,14;420.001.001;228;WYCOFANY
8710000000000;Brokat fiolka, Fiolet;4,14;420.001.253;24;WYCOFANY
